Code,Disease_Name,Symptoms,Search_Quality,Core_Terms
SR4L,Increased secretion of breast milk pattern,"Secretion is the movement of material from one point to another, such as a secreted chemical substance from a cell or gland. In contrast, excretion is the removal of certain substances or waste products from a cell or organism. (Source: Secretion)",Wikipedia match,"increased, secretion"
SR4M,Decreased secretion of breast milk pattern,"Secretion is the movement of material from one point to another, such as a secreted chemical substance from a cell or gland. In contrast, excretion is the removal of certain substances or waste products from a cell or organism. (Source: Secretion)",Wikipedia match,"decreased, secretion"
,Derangement of channels pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR50,Derangement of channels carrying essense of digested food pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR51,Derangement of channels enriching blood pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR52,Derangement of channels enriching muscle tissue pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR53,Derangement of channels carrying fat pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR54,Derangement of channels enriching bone pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR55,Derangement of channels enriching bone marrow pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR56,Derangement of channels enriching seminal fluid pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR57,Derangement of channels enriching vital life force pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR58,Derangement of channels for fluid circulation pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR59,Derangement of digestive tract pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, digestive"
SR5A,Derangement of channels of faeces pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR5B,Derangement of urinary tract pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, urinary"
SR5C,Derangement of channels producing sweat pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
SR5D,Derangement of channels enriching breast milk pattern,"Bush, the 43rd president of the United States, has elicited a variety of public perceptions regarding his policies, personality and performance as a head of state. In the United States and elsewhere, journalists, polling organizations and others have documented the expression of an evolving array of opinions of President Bush. (Source: Public image of George W. Bush)",Wikipedia match,"derangement, channels"
