Sr No.,NAMC_ID,NAMC_CODE,NAMC_term_DEVANAGARI,System,NAMC_TERM2,Tamil_term,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Definition
412,412,FBD1.5,,Siddha,Muyal Valippu,முயல் வலிப்பு,,,,,"It is characterised by seizures, abdominal pain, frothy in the mouth,hands,legs, and eyes becomes rigid(tonicity).This can be explained by mukkutram affects vyanan,udanan,samanan,nagan. This condition onsets due to hydrophobia or pyrophobia.This is als"
413,413,FBD1.6,,Siddha,Timir Valippu,திமிர் வலிப்பு,,,,,"It is characterised by excessive yawning, laughing often,dancing,singing,restless,chillness of the body and neuralgia and insomnia. It is explained by of vali affects udanan, samanan. Among the seven Uṭaṟtātukkaḷ, Cāram, Cennīr and Ūṉ gets affected."
414,414,FBD1.7,,Siddha,Kūṉ Valippu,கண் வலிப்பு,,,,,"It is characterised by pruritus, abscesses ,anosmia,impaired consciousness or awareness, hoarseness or low voice,fever. It is explained by of increased vali influences Aẕal affects udanan,vyanan,nagan and kirukaran. Among the seven Uṭaṟtātukkaḷ, Cāram,"
415,415,FBD1.8,,Siddha,Koṭiya Valippu,கொடிய வலிப்பு,,,,,"It is characterised by panic,spasms of body with pain,mild cough,vomiting,hiccough,neck pain. It is explained by of increased vali affects udanan. Among the seven udarthadukkal Cāram and Cennīr gets affected."
416,416,FBD1.9,,Siddha,Maraṇa Valippu,மரண வலிப்பு,,,,,"It is characterised by sorethroat,jerky movements in the body,vomiting,depressed.This occurs in the terminally ill condition.It is explained by of increased aiyam influences vali affects vyanan,udanan. All the seven Uṭaṟtātukkaḷ gets affected."
417,417,FBD1.10,,Siddha,Maṉō Valippu,மனோ வலிப்பு,,,,,"It is characterised by lacrimation,in mute like saints or deadbody, or laughing,crying and frequent seizures. It is explained by increased Aẕal influences vali affects udanan. Among the seven udarthadukkal, Cāram and Cennīr gets affected."
418,418,FBD1.11,,Siddha,Nañcu Valippu,நஞ்சு வலிப்பு,,,,,"It is characterised by damage to sensory organs, anxious look,mania.This condition occurs due to ingestion of toxins like philter, strychnos nux vomica seed and aconites.it is explained by Increased vali influences Aẕal affects nagan. Among the seven U"
419,419,FBD1.12,,Siddha,Mukkuṟṟa Valippu,முக்குற்ற வலிப்பு,,,,,"It is characterised by loss of clarity of mind, loss of intelligence and ones personality and painful eyes. It is explained by of mukkutram affects nagan, koorman. All the seven Uṭaṟtātukkaḷ gets affected."
420,420,FBD1.13,,Siddha,Aiya Valippu,ஐய வலிப்பு,,,,,"It is characterised by cough,pain in the intercostal region, vision is affected,deafness,sweating,syncope,loss of sense and seizures. It is explained by increased aiyam influences vali affects udanan,vyanan,nagan and koorman. Among the seven udarthadukk"
421,421,FBD1.14,,Siddha,Vil Valippu,வில் வலிப்பு,,,,,"It is characterised by opisthotonus.This is also known as"" dhanur vali"" or "" dhanurvatham"". Constriction of chest and throat causes difficulty in breathing and may lead to fatal. It is explained by increased vali influences aiyam affects vyanan,udana"
422,422,FBD1.15,,Siddha,Cura Valippu,சுர வலிப்பு,,,,,"It is characterised by increased heat, redness of eyes,facial pallor or icterus,burning sensation all over the body and maniac due to hyperpyrexia.It can be explained by of increased Aẕal influences vali affects vyanan and nagan.Among the seven Uṭaṟtātu"
423,423,FBD1.16,,Siddha,Vikkal Valippu,விக்கல் வலிப்பு,,,,,"It is characterised by seizures due to of increased vali,increased appetite due to increased Aẕal,hiccough,congestion in the chest due to increased aiyam,bruxism,redness of eyes. It is explained by of mukuttram.All the seven Uṭaṟtātukkaḷ gets affecte"
424,424,FBD1.17,,Siddha,Talai Valippu,தலை வலிப்பு,,,,,"It is characterised by secretion of fluid in the brain, headache, sorethroat,aphonia,arthralgia,occipital pain,spear-like piercing headache followed by seizure. It is explained by increased aiyam influences vali affects udanan and vyanan. Among the seven"
425,425,FBD1.18,,Siddha,Kōẕai Valippu,கோழை வலிப்பு,,,,,"It is characterised by cough with expectoration,muttering as in sanni,difficulty in breathing,vomiting,snoring followed by seizures. It is explained by mukuttram,affects udanan ,vyanan and nagan. Among the Uṭaṟtātukkaḷ,Cāram,Cennīr,Ūṉ and Koẕuppu are a"
426,426,FBD1.19,,Siddha,Ōṭu Valippu,ஓடு வலிப்பு,,,,,"It is characterised by hyperpyrexia,pain in the thigh muscles,frothy diarrhoea,anger,ocular pain,numbness of fingers followed by seizures. It is explained by Aẕal influences vali affects vyanan and abanan. Among the seven udar thadhukkal,Cāram,Cennīr,Ūṉ"
427,427,FBD1.20,,Siddha,Mārpu Valippu,மார்பு வலிப்பு,,,,,"It is characterised by continuous fever,cough with expectoration and tonic spasm. This condition occurs due to lust to woman. It is explained by increased Aẕal influences aiyam affects udanan and vyanan. Among the seven Uṭaṟtātukkaḷ,Cāram,Cennīr,Ūṉ and"
428,428,FBD1.21,,Siddha,Tamaraka Valippu,தமரக வலிப்பு,,,,,"It is characterised by headache,angina,anxiety,excessive anger,congestion in the chest,followed by mukuttram causes seizures. It is explained by increased vali influences aiyam affects udanan,vyanan. Among the seven Uṭaṟtātukkaḷ,Cāram,Cennīr,Ūṉ and Koẕu"
429,429,G,,Siddha,Makaḷir Nōykaḷ,மகளிர் நோய்கள்,,,,,Gynecological disorders
430,430,GA,,Siddha,Tāpitam,தாபிதம்,,,,,Inflammation
431,431,GAA,,Siddha,Aẕal,அழல்,,,,,Inflammation classified under Azhal
432,432,GAA1.1,,Siddha,Ciṉaippai Tāpitam,சினைப்பை தாபிதம்,,,,,"It is characterized by intense abdominal pain, fever foul smelling vaginal discharge, dyspareunia, menorrhagia. It is explained by increased aiyam influences Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
433,433,GAA1.2,,Siddha,Akal Tāpitam,அகல் தாபிதம்,,,,,"It is characterized by small abcesses in the vulva , inflammation of vulva and other female external genitalia and lymphadenitis.It is explained by increased Aẕal and aiyam . Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected ."
434,434,GAA1.3,,Siddha,Yōṉi Tāpitam,யோனி தாபிதம்,,,,,"It is characterized by inflammation in the vagina , pain and discomfort with intense itching in the vagina.It is explained by of increased aiyam influences Aẕal . Among the seven Uṭaṟtātukkaḷ,Cāram and Cennīr gets affected."
435,435,GAA1.4,,Siddha,Yōṉi-Akal Tāpitam,யோனி அகல் தாபிதம்,,,,,"It is characterized by vaginal discharge and vaginitis . It is explained by of increased aiyam influences Aẕal . Among the seven Uṭaṟtātukkaḷ , Cāram and Cennīr gets affected."
436,436,GAA1.5,,Siddha,Kaẕuntu Tāpitam,கழுந்து தாபிதம்,,,,,"It is characterized by profuse vaginal discharge , menorrhagia, cervicitis,vaginitis and vulvitis. It is explained by of increased aiyam influences Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected ."
437,437,GAA1.6,,Siddha,Karuppai Uḷkavaca Tāpitam,கருப்பை உள்கவச தாபிதம்,,,,,"It is characterized by pain in the lower abdomen, dyspepsia and foul smelling vaginal discharge . It is explained by of increased aiyam influences Aẕal . Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
438,438,GB,,Siddha,Cūtaka Taṭai,சூதக தடை,,,,,Amenorrhoea
439,439,GBA,,Siddha,Vaḷi,வளி,,,,,Amenorrhoea classified under Vali
440,440,GBA1.1,,Siddha,Kukarāṉa Mey Cūtaka Taṭai,குகரண மெய் சூதகதடை,,,,,"It is characterized by primary amenorrhea due to congenital defects in the genital organs and its functional abnormality. Among Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
441,441,GBA1.2,,Siddha,Pōli Cūtaka Taṭai,போலி சூதக தடை,,,,,"It is characterized by amenorrhea due to congenital malformation of the genital organs and stagnation of the menstrual bleeding in the vagina.It is explained by of vali and Aẕal . Among seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
442,442,GC,,Siddha,Cūtaka Vaḷi,சூதக வலி,,,,,Dysmennorrhoea
443,443,GCA,,Siddha,Vaḷi,வளி,,,,,Dysmennorrhea classified under vali
444,444,GCA1.1,,Siddha,Aka Cūtaka Vaḷi,அக சூதக வலி,,,,,"It is characterized by pain in the lower abdomen from the first day of menstrual cycle in the child bearing age of women . It is explained by of increased vali. Among Uṭaṟtātukkaḷ , Cāram and Cennīr gets affected."
445,445,GD,,Siddha,Kaẕalai,கழலை,,,,,Tumour
446,446,GDC,,Siddha,Aiyam,ஐயம்,,,,,Tumour classified under aiyam
447,447,GDC1.1,,Siddha,Karuppaitacai Vaṉkaẕalai,கருப்பைதசை வன்கழலை,,,,,"It is characterized by pain in the lower abdomen due to tumors in the walls of uterus, menorrhagia, frequency of micturition . It is explained by increased vali influences aiyam. Among seven Uṭaṟtātukkaḷ , Cāram and Cennīr gets affected."
448,448,GDC1.2,,Siddha,Karuppai Kāmpu Kaẕalai,கருப்பை காம்பு கழலை,,,,,"It is characterized by polyps from the inner layer (endometrium) of uterus extending to cervix , post coital bleeding . It is explained by increased aiyam influences Aẕal.Among Uṭaṟtātukkaḷ, Cāram and Cennīr is affected."
449,449,GE,,Siddha,Karppa Kirāṇi,கர்ப்ப கிராணி,,,,,Diarrhoea during pregnancy
450,450,GEA,,Siddha,Vaḷi,வளி,,,,,Diarrhoea during pregnancy classified under vali
451,451,GEA1.1,,Siddha,Karppa Kirāṇi,கர்ப்ப கிராணி,,,,,"It is characterized by diarrhoea , pain in the limbs , jaundice, vomitting and prolapse of uterus in the postpartum . It is explained by increased vali influences Aẕal . Among Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
452,452,GF,,Siddha,Perumpāṭu,பெரும்பாடு,,,,,Menorrhagia
453,453,GFA,,Siddha,Vaḷi,வளி,,,,,Uterine bleeding classified under Vali
454,454,GFA1.1,,Siddha,Vāta Perumpāṭu,வாத பெரும்பாடு,,,,,"It is characterized by head ache, low back pain, myalgia, cramps and profuse bleeding per vagina . It is explained by vali influences Aẕal.Among the seven udar thadhukkal, Cāram and Cennīr gets affected."
455,455,GFB,,Siddha,Aẕal,அழல்,,,,,Menorrhagia classified under azhal
456,456,GFB1.1,,Siddha,Pitta Perumpāṭu,பித்த பெரும்பாடு,,,,,"It is characterized by dyspepsia, vaginitis, anaemia, profuse bleeding with clots . It is explained by Aẕal influences vali. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
457,457,GFB1.2,,Siddha,Acātāraṇa Perumpāṭu,அசாதாரண பெரும்பாடு,,,,,"It is characterized by profuse bleeding per vagina irrespective of any defect in the reproductive organs .It is explained by vali.Among seven Uṭaṟtātukkaḷ ,Cāram and Cennīr getsaffected."
458,458,GFB1.3,,Siddha,Cātāraṇa Perumpāṭu,சாதாரண பெரும்பாடு,,,,,"It is characterized by defective reproductive organs, hormonal imbalance, profuse bleeding during menstruation . It is explained by vali.Among the seven Uṭaṟtātukkaḷ,Cāram and Cennīr gets affected."
459,459,GFC,,Siddha,Aiyam,ஐயம்,,,,,Menorrhagia classified under aiyam
460,460,GFC1.1,,Siddha,Cētuma Perumpāṭu,சேத்தும பெரும்பாடு,,,,,"It is characterized by foul smelling and pale coloured bleeding per vagina, tachycardia and giddiness . It is explained by increased Aẕal influences vali. Among the seven Uṭaṟtātukkaḷ, Cennīr gets affected."
461,461,GFD,,Siddha,Mukkuṟṟam,முக்குற்றம்,,,,,Menorrhagia classified under Mukkutram
462,462,GFD1.1,,Siddha,Tonta Perumpāṭu,தொந்த பெரும்பாடு,,,,,"It is characterized by profuse vaginal bleeding with clots with foul smelling and exessive salivation. It is explained by mukkutram . Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
463,463,GG,,Siddha,Makaḷir Veḷḷai Nōy,மகளிர் வெள்ளை நோய்,,,,,Leucorrhea
464,464,GGB,,Siddha,Aẕal,அழல்,,,,,Leucorrhea classified under azhal
465,465,GGB1.1,,Siddha,Veḷḷai Nōy,வெள்ளை நோய்,,,,,"It is characterized by thick,whitish vaginal discharge with pain or burning sensation in the external genitalia .It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr gets affected."
466,466,GH,,Siddha,Yōṉi Nōykaḷ,யோனி நோய்கள்,,,,,Vaginal Diseases
467,467,GHA,,Siddha,Vaḷi,வளி,,,,,Vaginal diseases classified under vali
468,468,GHA1.1,,Siddha,Cūlai Yōṉi,சூலை யோனி,,,,,"It is characterized by pricking pain and irritation due to vaginitis resulting in cervical incontinence .It is explained by increased vali.Among the seven Uṭaṟtātukkaḷ Cāram,Cennīr and Ūṉ gets affected."
469,469,GHA1.2,,Siddha,Vāta Yōṉi,வாத யோனி,,,,,"It is characterized by lymphadenitis , vaginal discharge , swelling , soreness and vaginal flora . It is explained by increased vali . Among the seven udar thadhukkal , Cāram ,Cennīr and Ūṉ gets affected."
470,470,GHA1.3,,Siddha,Vali Yōṉi,வலி யோனி,,,,,"It is characterized by vaginal atrophy with pain.It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ, Cāram,Cennīr and Ūṉ gets affected."
471,471,GHA1.4,,Siddha,Vaṭi Yōṉi,வடி யோனி,,,,,"It is characterized by diarrhoea , pain in the pelvic region due to repeated sexual intercourse. It is explained by increased vali.Among the seven Uṭaṟtātukkaḷ,Cāram,Cennīr and Ūṉ gets affected."
